gestion,mes,mes_corto,mes_str,fecha,gas_natural_mmmcd,gas_natural_variacion,petroleo_mbpd,petroleo_variacion,glp_tmd,glp_variacion
2018,7,Jul,07-Jul,1530403200000.0,55.472941165480655,-0.0022273003890954657,54.67951612903225,-0.0010820161299358588,261.0903548387097,-0.013170478588889867
2010,7,Jul,07-Jul,1277942400000.0,42.971802743729036,-0.0010378372687902537,45.03,-0.0040585223439900675,449.44838709677407,-0.019905678228778645
2007,2,Feb,02-Feb,1170288000000.0,35.291433761882146,0.0786311012578953,48.48639285714285,0.03603403540903538,593.9085714285713,-0.03678678005360847
2015,12,Dic,12-Dic,1448928000000.0,56.67057127904033,-0.025041765965550522,57.55606096774194,-0.02954839621910832,313.0339032258065,-0.019476977716953336
2015,11,Nov,11-Nov,1446336000000.0,58.12615279378,-0.014875886605522304,59.308533000000004,-0.0076088801341549495,319.2519666666667,0.0049849063216420575
2009,8,Ago,08-Ago,1249084800000.0,35.25320125140967,-0.07372105813471952,41.12558064516129,-0.04882581681011333,483.2225806451611,-0.02947864903562747
2017,5,May,05-May,1493596800000.0,58.53091707519194,-0.02398809187548001,58.279355161290326,-0.011435034096053176,276.7598064516129,0.004710773173132399
2014,9,Sep,09-Sep,1409529600000.0,60.087181494620005,-0.0030550841496431724,63.388259,-0.0020199816821967476,416.3097,-0.03729800889971158
2018,6,Jun,06-Jun,1527811200000.0,55.596771877115,-0.00712302277036192,54.73874433333335,-0.011697930341426188,264.5749333333333,0.029446667792112136
2007,8,Ago,08-Ago,1185926400000.0,39.70391402496775,-0.02194303193555769,49.64916129032258,-0.02705012595493439,538.1064516129032,0.02210090315307056
2016,11,Nov,11-Nov,1477958400000.0,56.75433261268501,-0.031364657115175776,56.23365466666665,-0.02790440367235214,287.21813333333336,-0.010872897622906219
2015,1,Ene,01-Ene,1420070400000.0,58.40377989937259,0.01169775774186621,61.06579258064516,0.01497639009450924,391.0925806451613,-0.006267858108872315
2021,6,Jun,06-Jun,1622505600000.0,46.830435790745,0.0016833570478758109,42.824681333333324,-0.0034346590515346165,155.28996666666666,-0.03938108249535077
2025,2,Feb,02-Feb,1738368000000.0,27.6455495162625,0.04432863275863275,24.041534285714285,0.047603254960501884,97.14885714285712,-0.06883910577678998
2021,10,Oct,10-Oct,1633046400000.0,42.700276122866136,-0.014160786621377763,38.183316451612896,-0.017411793628124395,147.43125806451613,-0.0045735029320856935
2012,5,May,05-May,1335830400000.0,50.71673799310161,0.13703020538151378,51.34587096774194,0.15437158618558966,490.77419354838713,0.0006202082663304687
2024,6,Jun,06-Jun,1717200000000.0,32.740575323545,-0.010529190906606645,28.40371933333334,-0.013209738011307537,115.99693333333332,0.012285100726813214
2011,1,Ene,01-Ene,1293840000000.0,37.52922927109355,-0.04697795590076004,38.754,-0.05032350883572412,441.84193548387105,-0.015001042737869619
2016,8,Ago,08-Ago,1470009600000.0,58.269645721262904,0.05091401703661047,57.429696451612905,0.043536473551855526,309.07387096774204,-0.013759598079828295
2025,4,Abr,04-Abr,1743465600000.0,26.11611161275,-0.11341325929980828,22.761090666666664,-0.10512588961658109,102.3846,0.021001686913488804
2015,9,Sep,09-Sep,1441065600000.0,59.582528976765005,-0.00012523833698152576,60.354208000000014,-0.009974068880934994,347.49840000000006,-0.12922066001699906
2008,10,Oct,10-Oct,1222819200000.0,40.02390721822258,0.011032277574617,45.96790322580645,0.006834533695701639,516.0967741935484,0.08623748400811393
2009,6,Jun,06-Jun,1243814400000.0,40.116618259775,0.025346629032050316,45.08303333333333,0.012783244222791312,496.21999999999997,-0.023753101776342267
2021,4,Abr,04-Abr,1617235200000.0,45.281677772425,-0.07286425354842074,41.64051700000001,-0.0796181341097173,164.4017333333333,-0.010600208319744175
2008,1,Ene,01-Ene,1199145600000.0,39.510837866859674,-0.004094032570046813,48.66612903225807,-0.004116481372195557,561.1709677419354,0.014391090119244998
2019,5,May,05-May,1556668800000.0,42.18511041115645,0.1515100001529448,43.46845032258064,0.14775126219286627,217.51529032258063,0.004299130773243398
2021,1,Ene,01-Ene,1609459200000.0,46.795471758120975,-0.03092219270446972,43.959307096774204,-0.02749538312433797,161.69422580645164,-0.07680201505879247
2014,3,Mar,03-Mar,1393632000000.0,58.63794928751129,-0.04076601642568434,62.0695358064516,-0.050168517659949896,433.25351612903233,-0.04651504891273617
2014,7,Jul,07-Jul,1404172800000.0,61.483388055590325,0.009252191171415403,65.08624032258065,0.005589348835286723,423.77403225806455,0.05736634339431035
2023,11,Nov,11-Nov,1698796800000.0,34.17698812728,-0.013264521677111896,30.14968166666667,-0.006391171584532063,116.79236666666667,-0.01688645701185787
2017,7,Jul,07-Jul,1498867200000.0,58.47596229036291,0.2128501070817692,57.89795074193549,0.16638196443608777,289.7504838709678,0.056994497087179186
2009,2,Feb,02-Feb,1233446400000.0,32.89429408540179,0.06867014384825154,41.20092857142857,0.030807958408890057,500.61428571428576,-0.020355215279938443
2011,11,Nov,11-Nov,1320105600000.0,45.20848154686,-0.002358287846291107,46.101800000000004,-0.008241454735217424,472.0133333333334,-0.008973082558409673
2008,5,May,05-May,1209600000000.0,40.09649426613388,0.009376136413225433,47.06519354838709,-0.0030306793360959094,533.074193548387,-0.06384596254432162
2024,8,Ago,08-Ago,1722470400000.0,31.961353737208064,-0.0072449045167447546,27.720848709677423,-0.007474596709389214,112.67206451612904,-0.02918530517494089
2021,9,Sep,09-Sep,1630454400000.0,43.31363121226,-0.028955305810847376,38.859937666666674,-0.043639146427184805,148.10863333333333,0.0036408047836309354
2012,12,Dic,12-Dic,1354320000000.0,55.13504350200484,-0.023982995799478157,57.159952903225815,-0.026059790381419035,459.76748387096774,0.028781401990119804
2019,1,Ene,01-Ene,1546300800000.0,41.38348413727258,0.16628451476061268,41.838801290322586,0.18017729063061516,219.8583548387097,-0.07628687220733876
2008,12,Dic,12-Dic,1228089600000.0,36.893271184858065,-0.0716390089479475,43.45093548387097,-0.05091592503589182,528.5709677419355,0.02199221651712535
2019,4,Abr,04-Abr,1554076800000.0,36.634601875410006,0.024352653862029783,37.872709666666665,0.029398938779424677,216.58416666666668,0.009506431952969852
2024,3,Mar,03-Mar,1709251200000.0,33.24916571044355,0.03627946061879328,29.16166612903226,0.041537702999587145,96.81645161290324,-0.11192457551432566
2017,2,Feb,02-Feb,1485907200000.0,49.009209134555356,0.11531647368177111,48.66095500000001,0.09173900479527486,274.3022142857143,-0.01282635739695781
2007,10,Oct,10-Oct,1191196800000.0,39.916396359793545,0.007642268558622156,48.97861290322581,-0.0070728720647548204,583.6451612903227,-0.05675033730311807
2013,11,Nov,11-Nov,1383264000000.0,55.0790671792,-0.05771631702571145,58.52782400000001,-0.05052298298847857,465.9285666666667,0.017719286156040903
2013,7,Jul,07-Jul,1372636800000.0,57.95733735571935,-0.005630201209487318,59.77217451612903,-0.00811704474333974,453.4446129032258,-0.006231780089759553
2019,7,Jul,07-Jul,1561939200000.0,45.508846352245165,0.02212081328591675,46.51120806451613,0.033333031383103506,213.99561290322583,-2.4082920454304713e-05
2021,3,Mar,03-Mar,1614556800000.0,48.840396830487094,0.08001520918138771,45.242652580645164,0.07109392925606062,166.16309677419358,-0.011744678488157856
2016,9,Sep,09-Sep,1472688000000.0,59.90535900077,0.028071447136158056,59.475742,0.03562696087225503,296.62929999999994,-0.040264066738404214
2011,6,Jun,06-Jun,1306886400000.0,46.366392467474995,0.14101494721438268,47.31186666666667,0.13284898929355604,466.9733333333333,0.00759188237941788
2024,5,May,05-May,1714521600000.0,33.088975463100006,-0.0020390062972198697,28.783947741935474,-0.008735736220573886,114.58919354838709,0.08214289739814595
2018,9,Sep,09-Sep,1535760000000.0,54.757036634260004,-0.01614618738103335,53.72492566666667,-0.019752164289884133,241.0273666666667,-0.05376533351501933
2015,2,Feb,02-Feb,1422748800000.0,59.49741641393036,0.01872544065541759,61.80701428571428,0.012138083757616824,402.3806785714286,0.028862981516156516
