gobierno,gestion,mes,mes_abrev,mes_str,fecha,tipo_regalias_2,tipo_regalia,region,monto
Chuquisaca,2025,12,Dic,12-Dic,1764547200000.0,Regalia,Regalia Departamental,Chuquisaca,1.50557536
Cochabamba,2019,4,Abr,04-Abr,1554076800000.0,Regalia,Regalia Departamental,Cochabamba,1.09299016
Beni,2021,9,Sep,09-Sep,1630454400000.0,Regalia,Regalia Compensatoria,Beni,1.45427692
Chuquisaca,2013,4,Abr,04-Abr,1364774400000.0,Regalia,Regalia Departamental,Chuquisaca,7.21631744
TGN,2024,2,Feb,02-Feb,1706745600000.0,Participacion,Participacion TGN,TGN,10.71819395
Santa Cruz,2006,6,Jun,06-Jun,1149120000000.0,Regalia,Regalia Departamental,Santa Cruz,3.42901452
IDH,2009,9,Sep,09-Sep,1251763200000.0,IDH,IDH,IDH,69.000519
Cochabamba,2017,8,Ago,08-Ago,1501545600000.0,Regalia,Regalia Departamental,Cochabamba,1.02181146
Tarija,2020,3,Mar,03-Mar,1583020800000.0,Regalia,Regalia Departamental,Gran Chaco,6.03063559
Cochabamba,2019,2,Feb,02-Feb,1548979200000.0,Regalia,Regalia Departamental,Cochabamba,1.08179077
Cochabamba,2008,1,Ene,01-Ene,1199145600000.0,Regalia,Regalia Departamental,Cochabamba,3.41316894
Beni,2008,8,Ago,08-Ago,1217548800000.0,Regalia,Regalia Compensatoria,Beni,2.6898886
TGN,2019,1,Ene,01-Ene,1546300800000.0,Participacion,Participacion TGN,TGN,19.01639782
IDH,2008,6,Jun,06-Jun,1212278400000.0,IDH,IDH,IDH,5.62403198
IDH,2007,11,Nov,11-Nov,1193875200000.0,IDH,IDH,IDH,72.65240499
Chuquisaca,2022,2,Feb,02-Feb,1643673600000.0,Regalia,Regalia Departamental,Chuquisaca,2.76272828
Pando,2012,9,Sep,09-Sep,1346457600000.0,Regalia,Regalia Compensatoria,Pando,1.77202059
Pando,2025,3,Mar,03-Mar,1740787200000.0,Regalia,Regalia Compensatoria,Pando,0.44555613
Chuquisaca,2020,4,Abr,04-Abr,1585699200000.0,Regalia,Regalia Departamental,Chuquisaca,3.46081736
Pando,2018,7,Jul,07-Jul,1530403200000.0,Regalia,Regalia Compensatoria,Pando,0.9182121
Beni,2012,4,Abr,04-Abr,1333238400000.0,Regalia,Regalia Compensatoria,Beni,3.20169406
Pando,2012,7,Jul,07-Jul,1341100800000.0,Regalia,Regalia Compensatoria,Pando,1.20537459
Santa Cruz,2021,10,Oct,10-Oct,1633046400000.0,Regalia,Regalia Departamental,Santa Cruz,10.18702568
Tarija,2021,8,Ago,08-Ago,1627776000000.0,Regalia,Regalia Departamental,Gran Chaco,5.27792891
Tarija,2019,4,Abr,04-Abr,1554076800000.0,Regalia,Regalia Departamental,Tarija,7.93994738
Pando,2013,11,Nov,11-Nov,1383264000000.0,Regalia,Regalia Compensatoria,Pando,2.03182124
TGN,2012,8,Ago,08-Ago,1343779200000.0,Participacion,Participacion TGN,TGN,36.62982438
Santa Cruz,2020,5,May,05-May,1588291200000.0,Regalia,Regalia Departamental,Santa Cruz,8.05391877
TGN,2019,2,Feb,02-Feb,1548979200000.0,Participacion,Participacion TGN,TGN,13.08386654
Santa Cruz,2017,11,Nov,11-Nov,1509494400000.0,Regalia,Regalia Departamental,Santa Cruz,10.07592335
Santa Cruz,2017,5,May,05-May,1493596800000.0,Regalia,Regalia Departamental,Santa Cruz,6.61535937
Pando,2025,8,Ago,08-Ago,1754006400000.0,Regalia,Regalia Compensatoria,Pando,0.37262154
Pando,2021,10,Oct,10-Oct,1633046400000.0,Regalia,Regalia Compensatoria,Pando,0.82005846
Chuquisaca,2018,3,Mar,03-Mar,1519862400000.0,Regalia,Regalia Departamental,Chuquisaca,3.30467253
Chuquisaca,2009,1,Ene,01-Ene,1230768000000.0,Regalia,Regalia Departamental,Chuquisaca,2.327682
TGN,2019,4,Abr,04-Abr,1554076800000.0,Participacion,Participacion TGN,TGN,14.58098241
Beni,2013,5,May,05-May,1367366400000.0,Regalia,Regalia Compensatoria,Beni,3.30490516
Santa Cruz,2012,4,Abr,04-Abr,1333238400000.0,Regalia,Regalia Departamental,Santa Cruz,11.53026861
IDH,2006,12,Dic,12-Dic,1164931200000.0,IDH,IDH,IDH,54.21039993
Cochabamba,2010,12,Dic,12-Dic,1291161600000.0,Regalia,Regalia Departamental,Cochabamba,2.49851068
TGN,2020,12,Dic,12-Dic,1606780800000.0,Participacion,Participacion TGN,TGN,10.2173161
Santa Cruz,2025,5,May,05-May,1746057600000.0,Regalia,Regalia Departamental,Santa Cruz,4.99675306
Cochabamba,2016,9,Sep,09-Sep,1472688000000.0,Regalia,Regalia Departamental,Cochabamba,0.92793357
Cochabamba,2021,3,Mar,03-Mar,1614556800000.0,Regalia,Regalia Departamental,Cochabamba,0.4390141
Chuquisaca,2024,1,Ene,01-Ene,1704067200000.0,Regalia,Regalia Departamental,Chuquisaca,3.59289975
Tarija,2023,4,Abr,04-Abr,1680307200000.0,Regalia,Regalia Departamental,Tarija,5.91977293
Chuquisaca,2006,12,Dic,12-Dic,1164931200000.0,Regalia,Regalia Departamental,Chuquisaca,0.73998164
Cochabamba,2025,12,Dic,12-Dic,1764547200000.0,Regalia,Regalia Departamental,Cochabamba,0.27677546
IDH,2011,12,Dic,12-Dic,1322697600000.0,IDH,IDH,IDH,127.358099
Beni,2025,12,Dic,12-Dic,1764547200000.0,Regalia,Regalia Compensatoria,Beni,0.65582949
Tarija,2019,11,Nov,11-Nov,1572566400000.0,Regalia,Regalia Departamental,Gran Chaco,6.67063056
TGN,2022,7,Jul,07-Jul,1656633600000.0,Participacion,Participacion TGN,TGN,15.97713867
Pando,2017,8,Ago,08-Ago,1501545600000.0,Regalia,Regalia Compensatoria,Pando,0.94169796
TGN,2014,7,Jul,07-Jul,1404172800000.0,Participacion,Participacion TGN,TGN,35.98199488
Beni,2008,5,May,05-May,1209600000000.0,Regalia,Regalia Compensatoria,Beni,0.73034973
Tarija,2015,12,Dic,12-Dic,1448928000000.0,Regalia,Regalia Departamental,Tarija,14.80312917
Santa Cruz,2017,4,Abr,04-Abr,1491004800000.0,Regalia,Regalia Departamental,Santa Cruz,4.65040715
TGN,2010,11,Nov,11-Nov,1288569600000.0,Participacion,Participacion TGN,TGN,18.89680153
TGN,2007,4,Abr,04-Abr,1175385600000.0,Participacion,Participacion TGN,TGN,8.97224524
Pando,2020,2,Feb,02-Feb,1580515200000.0,Regalia,Regalia Compensatoria,Pando,1.05636526
Cochabamba,2017,1,Ene,01-Ene,1483228800000.0,Regalia,Regalia Departamental,Cochabamba,0.97102949
Cochabamba,2007,8,Ago,08-Ago,1185926400000.0,Regalia,Regalia Departamental,Cochabamba,3.13538448
Chuquisaca,2021,1,Ene,01-Ene,1609459200000.0,Regalia,Regalia Departamental,Chuquisaca,2.4885294
Chuquisaca,2007,2,Feb,02-Feb,1170288000000.0,Regalia,Regalia Departamental,Chuquisaca,0.49061813
IDH,2012,12,Dic,12-Dic,1354320000000.0,IDH,IDH,IDH,184.095033
Tarija,2010,7,Jul,07-Jul,1277942400000.0,Regalia,Regalia Departamental,Tarija,9.5865275
IDH,2015,8,Ago,08-Ago,1438387200000.0,IDH,IDH,IDH,124.848381
Tarija,2012,6,Jun,06-Jun,1338508800000.0,Regalia,Regalia Departamental,Tarija,17.01786989
Pando,2022,2,Feb,02-Feb,1643673600000.0,Regalia,Regalia Compensatoria,Pando,0.74754853
TGN,2011,7,Jul,07-Jul,1309478400000.0,Participacion,Participacion TGN,TGN,18.70429284
Tarija,2014,1,Ene,01-Ene,1388534400000.0,Regalia,Regalia Departamental,Tarija,24.36920044
Tarija,2009,6,Jun,06-Jun,1243814400000.0,Regalia,Regalia Departamental,Gran Chaco,
Tarija,2021,9,Sep,09-Sep,1630454400000.0,Regalia,Regalia Departamental,Tarija,6.24813071
Tarija,2013,9,Sep,09-Sep,1377993600000.0,Regalia,Regalia Departamental,Gran Chaco,32.93175621
TGN,2013,2,Feb,02-Feb,1359676800000.0,Participacion,Participacion TGN,TGN,31.99956799
Beni,2022,4,Abr,04-Abr,1648771200000.0,Regalia,Regalia Compensatoria,Beni,1.73857762
IDH,2018,11,Nov,11-Nov,1541030400000.0,IDH,IDH,IDH,105.839955
Cochabamba,2025,9,Sep,09-Sep,1756684800000.0,Regalia,Regalia Departamental,Cochabamba,0.36460206
Cochabamba,2023,11,Nov,11-Nov,1698796800000.0,Regalia,Regalia Departamental,Cochabamba,0.40140428
TGN,2013,9,Sep,09-Sep,1377993600000.0,Participacion,Participacion TGN,TGN,53.74110665
Santa Cruz,2020,3,Mar,03-Mar,1583020800000.0,Regalia,Regalia Departamental,Santa Cruz,9.27705256
Pando,2013,4,Abr,04-Abr,1364774400000.0,Regalia,Regalia Compensatoria,Pando,1.53288457
Santa Cruz,2019,3,Mar,03-Mar,1551398400000.0,Regalia,Regalia Departamental,Santa Cruz,7.01047956
Cochabamba,2014,9,Sep,09-Sep,1409529600000.0,Regalia,Regalia Departamental,Cochabamba,2.51149259
IDH,2009,3,Mar,03-Mar,1235865600000.0,IDH,IDH,IDH,109.228997
Tarija,2017,7,Jul,07-Jul,1498867200000.0,Regalia,Regalia Departamental,Tarija,9.37304862
Beni,2012,2,Feb,02-Feb,1328054400000.0,Regalia,Regalia Compensatoria,Beni,2.76009353
Cochabamba,2021,1,Ene,01-Ene,1609459200000.0,Regalia,Regalia Departamental,Cochabamba,0.49076507
Santa Cruz,2023,9,Sep,09-Sep,1693526400000.0,Regalia,Regalia Departamental,Santa Cruz,8.23061904
Tarija,2020,6,Jun,06-Jun,1590969600000.0,Regalia,Regalia Departamental,Tarija,6.37602096
Chuquisaca,2019,9,Sep,09-Sep,1567296000000.0,Regalia,Regalia Departamental,Chuquisaca,4.03231383
Beni,2006,1,Ene,01-Ene,1136073600000.0,Regalia,Regalia Compensatoria,Beni,1.12910498
TGN,2020,8,Ago,08-Ago,1596240000000.0,Participacion,Participacion TGN,TGN,10.14146468
Chuquisaca,2022,11,Nov,11-Nov,1667260800000.0,Regalia,Regalia Departamental,Chuquisaca,6.32744663
Tarija,2021,7,Jul,07-Jul,1625097600000.0,Regalia,Regalia Departamental,Gran Chaco,5.10405586
Cochabamba,2016,8,Ago,08-Ago,1470009600000.0,Regalia,Regalia Departamental,Cochabamba,0.62818171
Pando,2010,4,Abr,04-Abr,1270080000000.0,Regalia,Regalia Compensatoria,Pando,0.67983672
Cochabamba,2012,3,Mar,03-Mar,1330560000000.0,Regalia,Regalia Departamental,Cochabamba,3.10891781
Chuquisaca,2009,11,Nov,11-Nov,1257033600000.0,Regalia,Regalia Departamental,Chuquisaca,1.36947746
Chuquisaca,2006,6,Jun,06-Jun,1149120000000.0,Regalia,Regalia Departamental,Chuquisaca,0.91832696
Tarija,2020,5,May,05-May,1588291200000.0,Regalia,Regalia Departamental,Tarija,6.46221196
Cochabamba,2008,2,Feb,02-Feb,1201824000000.0,Regalia,Regalia Departamental,Cochabamba,3.6218535
Tarija,2010,2,Feb,02-Feb,1264982400000.0,Regalia,Regalia Departamental,Tarija,8.75498962
Chuquisaca,2016,1,Ene,01-Ene,1451606400000.0,Regalia,Regalia Departamental,Chuquisaca,4.77380616
Santa Cruz,2012,10,Oct,10-Oct,1349049600000.0,Regalia,Regalia Departamental,Santa Cruz,11.64678254
Tarija,2010,8,Ago,08-Ago,1280620800000.0,Regalia,Regalia Departamental,Gran Chaco,10.22746122
Tarija,2019,4,Abr,04-Abr,1554076800000.0,Regalia,Regalia Departamental,Gran Chaco,6.49632054
Tarija,2014,8,Ago,08-Ago,1406851200000.0,Regalia,Regalia Departamental,Gran Chaco,20.96796669
Santa Cruz,2010,3,Mar,03-Mar,1267401600000.0,Regalia,Regalia Departamental,Santa Cruz,3.01507723
Cochabamba,2016,10,Oct,10-Oct,1475280000000.0,Regalia,Regalia Departamental,Cochabamba,0.96320737
Santa Cruz,2014,2,Feb,02-Feb,1391212800000.0,Regalia,Regalia Departamental,Santa Cruz,12.79117106
Santa Cruz,2011,4,Abr,04-Abr,1301616000000.0,Regalia,Regalia Departamental,Santa Cruz,6.25694589
Tarija,2013,5,May,05-May,1367366400000.0,Regalia,Regalia Departamental,Gran Chaco,15.64027212
Pando,2022,3,Mar,03-Mar,1646092800000.0,Regalia,Regalia Compensatoria,Pando,0.78301599
Beni,2024,7,Jul,07-Jul,1719792000000.0,Regalia,Regalia Compensatoria,Beni,1.16234055
IDH,2023,1,Ene,01-Ene,1672531200000.0,IDH,IDH,IDH,83.0995096
Chuquisaca,2009,5,May,05-May,1241136000000.0,Regalia,Regalia Departamental,Chuquisaca,1.63427301
Tarija,2007,3,Mar,03-Mar,1172707200000.0,Regalia,Regalia Departamental,Tarija,12.32894546
Tarija,2024,3,Mar,03-Mar,1709251200000.0,Regalia,Regalia Departamental,Gran Chaco,4.15783529
Tarija,2025,5,May,05-May,1746057600000.0,Regalia,Regalia Departamental,Tarija,2.85640801
Tarija,2014,3,Mar,03-Mar,1393632000000.0,Regalia,Regalia Departamental,Tarija,24.36920471
TGN,2013,11,Nov,11-Nov,1383264000000.0,Participacion,Participacion TGN,TGN,36.57278223
Santa Cruz,2024,1,Ene,01-Ene,1704067200000.0,Regalia,Regalia Departamental,Santa Cruz,8.10046728
TGN,2021,11,Nov,11-Nov,1635724800000.0,Participacion,Participacion TGN,TGN,13.93606756
Santa Cruz,2007,12,Dic,12-Dic,1196467200000.0,Regalia,Regalia Departamental,Santa Cruz,3.82419318
TGN,2006,2,Feb,02-Feb,1138752000000.0,Participacion,Participacion TGN,TGN,9.78108967
TGN,2008,12,Dic,12-Dic,1228089600000.0,Participacion,Participacion TGN,TGN,18.22772909
Tarija,2015,11,Nov,11-Nov,1446336000000.0,Regalia,Regalia Departamental,Tarija,13.78734558
TGN,2023,5,May,05-May,1682899200000.0,Participacion,Participacion TGN,TGN,12.37585201
Beni,2015,1,Ene,01-Ene,1420070400000.0,Regalia,Regalia Compensatoria,Beni,4.05695494
Tarija,2010,4,Abr,04-Abr,1270080000000.0,Regalia,Regalia Departamental,Gran Chaco,6.94823445
Tarija,2021,3,Mar,03-Mar,1614556800000.0,Regalia,Regalia Departamental,Gran Chaco,4.18898267
Santa Cruz,2019,6,Jun,06-Jun,1559347200000.0,Regalia,Regalia Departamental,Santa Cruz,6.51145692
Pando,2020,1,Ene,01-Ene,1577836800000.0,Regalia,Regalia Compensatoria,Pando,1.02016671
Santa Cruz,2013,1,Ene,01-Ene,1356998400000.0,Regalia,Regalia Departamental,Santa Cruz,11.64678254
IDH,2009,1,Ene,01-Ene,1230768000000.0,IDH,IDH,IDH,115.114682
IDH,2014,3,Mar,03-Mar,1393632000000.0,IDH,IDH,IDH,184.424728
Chuquisaca,2023,1,Ene,01-Ene,1672531200000.0,Regalia,Regalia Departamental,Chuquisaca,4.80542831
Pando,2015,3,Mar,03-Mar,1425168000000.0,Regalia,Regalia Compensatoria,Pando,1.71770505
Tarija,2008,4,Abr,04-Abr,1207008000000.0,Regalia,Regalia Departamental,Tarija,18.78133073
Cochabamba,2020,4,Abr,04-Abr,1585699200000.0,Regalia,Regalia Departamental,Cochabamba,0.8202804
Santa Cruz,2024,8,Ago,08-Ago,1722470400000.0,Regalia,Regalia Departamental,Santa Cruz,8.05310262
Tarija,2022,8,Ago,08-Ago,1659312000000.0,Regalia,Regalia Departamental,Gran Chaco,6.0322423
Chuquisaca,2018,1,Ene,01-Ene,1514764800000.0,Regalia,Regalia Departamental,Chuquisaca,3.57773384
IDH,2025,5,May,05-May,1746057600000.0,IDH,IDH,IDH,35.853164
Tarija,2025,12,Dic,12-Dic,1764547200000.0,Regalia,Regalia Departamental,Tarija,2.55786003
Pando,2007,2,Feb,02-Feb,1170288000000.0,Regalia,Regalia Compensatoria,Pando,0.70382804
IDH,2025,1,Ene,01-Ene,1735689600000.0,IDH,IDH,IDH,41.871217
Tarija,2021,12,Dic,12-Dic,1638316800000.0,Regalia,Regalia Departamental,Tarija,5.94269506
TGN,2025,1,Ene,01-Ene,1735689600000.0,Participacion,Participacion TGN,TGN,7.85085316
Tarija,2010,3,Mar,03-Mar,1267401600000.0,Regalia,Regalia Departamental,Gran Chaco,6.27526794
Chuquisaca,2008,5,May,05-May,1209600000000.0,Regalia,Regalia Departamental,Chuquisaca,1.36933019
Santa Cruz,2022,1,Ene,01-Ene,1640995200000.0,Regalia,Regalia Departamental,Santa Cruz,10.81713406
Santa Cruz,2011,6,Jun,06-Jun,1306886400000.0,Regalia,Regalia Departamental,Santa Cruz,7.05961823
Tarija,2007,5,May,05-May,1177977600000.0,Regalia,Regalia Departamental,Tarija,13.7028549
Pando,2024,9,Sep,09-Sep,1725148800000.0,Regalia,Regalia Compensatoria,Pando,0.55461143
TGN,2015,12,Dic,12-Dic,1448928000000.0,Participacion,Participacion TGN,TGN,22.12791727
Santa Cruz,2014,11,Nov,11-Nov,1414800000000.0,Regalia,Regalia Departamental,Santa Cruz,12.92238512
Beni,2022,11,Nov,11-Nov,1667260800000.0,Regalia,Regalia Compensatoria,Beni,2.1403845
TGN,2015,10,Oct,10-Oct,1443657600000.0,Participacion,Participacion TGN,TGN,23.40906982
IDH,2014,12,Dic,12-Dic,1417392000000.0,IDH,IDH,IDH,169.506519
Pando,2011,8,Ago,08-Ago,1312156800000.0,Regalia,Regalia Compensatoria,Pando,1.37230405
Tarija,2022,2,Feb,02-Feb,1643673600000.0,Regalia,Regalia Departamental,Tarija,5.9224579
Tarija,2019,1,Ene,01-Ene,1546300800000.0,Regalia,Regalia Departamental,Tarija,9.88433463
Tarija,2018,7,Jul,07-Jul,1530403200000.0,Regalia,Regalia Departamental,Gran Chaco,7.08202338
IDH,2009,7,Jul,07-Jul,1246406400000.0,IDH,IDH,IDH,56.061725
Tarija,2014,11,Nov,11-Nov,1414800000000.0,Regalia,Regalia Departamental,Gran Chaco,20.16122451
TGN,2010,8,Ago,08-Ago,1280620800000.0,Participacion,Participacion TGN,TGN,17.98796821
TGN,2023,3,Mar,03-Mar,1677628800000.0,Participacion,Participacion TGN,TGN,15.3961311
Santa Cruz,2024,11,Nov,11-Nov,1730419200000.0,Regalia,Regalia Departamental,Santa Cruz,7.58440845
Cochabamba,2016,7,Jul,07-Jul,1467331200000.0,Regalia,Regalia Departamental,Cochabamba,0.53087158
Cochabamba,2023,6,Jun,06-Jun,1685577600000.0,Regalia,Regalia Departamental,Cochabamba,0.48831316
Cochabamba,2011,2,Feb,02-Feb,1296518400000.0,Regalia,Regalia Departamental,Cochabamba,2.48259751
Tarija,2019,5,May,05-May,1556668800000.0,Regalia,Regalia Departamental,Gran Chaco,7.53780039
Beni,2017,2,Feb,02-Feb,1485907200000.0,Regalia,Regalia Compensatoria,Beni,1.53597142
Beni,2006,7,Jul,07-Jul,1151712000000.0,Regalia,Regalia Compensatoria,Beni,1.15644315
TGN,2011,8,Ago,08-Ago,1312156800000.0,Participacion,Participacion TGN,TGN,22.88777376
Beni,2006,12,Dic,12-Dic,1164931200000.0,Regalia,Regalia Compensatoria,Beni,1.32316656
Tarija,2024,1,Ene,01-Ene,1704067200000.0,Regalia,Regalia Departamental,Gran Chaco,4.15540323
Tarija,2013,12,Dic,12-Dic,1385856000000.0,Regalia,Regalia Departamental,Tarija,24.36920044
Tarija,2017,11,Nov,11-Nov,1509494400000.0,Regalia,Regalia Departamental,Gran Chaco,7.56128055
TGN,2021,1,Ene,01-Ene,1609459200000.0,Participacion,Participacion TGN,TGN,10.98271213
IDH,2012,7,Jul,07-Jul,1341100800000.0,IDH,IDH,IDH,141.45845
Santa Cruz,2011,8,Ago,08-Ago,1312156800000.0,Regalia,Regalia Departamental,Santa Cruz,8.92415978
Chuquisaca,2010,4,Abr,04-Abr,1270080000000.0,Regalia,Regalia Departamental,Chuquisaca,1.23042344
Santa Cruz,2020,7,Jul,07-Jul,1593561600000.0,Regalia,Regalia Departamental,Santa Cruz,4.58917931
Cochabamba,2015,5,May,05-May,1430438400000.0,Regalia,Regalia Departamental,Cochabamba,1.90518505
Beni,2019,10,Oct,10-Oct,1569888000000.0,Regalia,Regalia Compensatoria,Beni,1.80757906
TGN,2013,12,Dic,12-Dic,1385856000000.0,Participacion,Participacion TGN,TGN,36.33552321
TGN,2015,3,Mar,03-Mar,1425168000000.0,Participacion,Participacion TGN,TGN,30.91869082
Santa Cruz,2012,8,Ago,08-Ago,1343779200000.0,Regalia,Regalia Departamental,Santa Cruz,14.09526621
Tarija,2023,6,Jun,06-Jun,1685577600000.0,Regalia,Regalia Departamental,Tarija,5.66004665
Pando,2014,11,Nov,11-Nov,1414800000000.0,Regalia,Regalia Compensatoria,Pando,2.04888308
Santa Cruz,2013,2,Feb,02-Feb,1359676800000.0,Regalia,Regalia Departamental,Santa Cruz,11.46326299
Tarija,2011,3,Mar,03-Mar,1298937600000.0,Regalia,Regalia Departamental,Tarija,11.08865382
Cochabamba,2006,5,May,05-May,1146441600000.0,Regalia,Regalia Departamental,Cochabamba,2.47048128
Pando,2013,12,Dic,12-Dic,1385856000000.0,Regalia,Regalia Compensatoria,Pando,2.01864018
Chuquisaca,2008,9,Sep,09-Sep,1220227200000.0,Regalia,Regalia Departamental,Chuquisaca,1.807863
Tarija,2024,7,Jul,07-Jul,1719792000000.0,Regalia,Regalia Departamental,Gran Chaco,3.55341301
IDH,2024,5,May,05-May,1714521600000.0,IDH,IDH,IDH,50.482564
TGN,2013,6,Jun,06-Jun,1370044800000.0,Participacion,Participacion TGN,TGN,29.74414642
Santa Cruz,2011,12,Dic,12-Dic,1322697600000.0,Regalia,Regalia Departamental,Santa Cruz,8.41588966
TGN,2020,11,Nov,11-Nov,1604188800000.0,Participacion,Participacion TGN,TGN,11.52522104
Tarija,2015,1,Ene,01-Ene,1420070400000.0,Regalia,Regalia Departamental,Gran Chaco,19.90505937
Chuquisaca,2008,3,Mar,03-Mar,1204329600000.0,Regalia,Regalia Departamental,Chuquisaca,2.11458069
IDH,2016,3,Mar,03-Mar,1456790400000.0,IDH,IDH,IDH,93.023372
Santa Cruz,2006,7,Jul,07-Jul,1151712000000.0,Regalia,Regalia Departamental,Santa Cruz,3.0978268
Beni,2024,1,Ene,01-Ene,1704067200000.0,Regalia,Regalia Compensatoria,Beni,1.29276838
TGN,2022,11,Nov,11-Nov,1667260800000.0,Participacion,Participacion TGN,TGN,19.26346051
TGN,2019,8,Ago,08-Ago,1564617600000.0,Participacion,Participacion TGN,TGN,14.53911408
Tarija,2020,7,Jul,07-Jul,1593561600000.0,Regalia,Regalia Departamental,Tarija,4.11652025
IDH,2024,2,Feb,02-Feb,1706745600000.0,IDH,IDH,IDH,57.16370107
Cochabamba,2006,1,Ene,01-Ene,1136073600000.0,Regalia,Regalia Departamental,Cochabamba,2.56178834
Beni,2020,12,Dic,12-Dic,1606780800000.0,Regalia,Regalia Compensatoria,Beni,1.13525735
IDH,2012,3,Mar,03-Mar,1330560000000.0,IDH,IDH,IDH,127.533578
TGN,2009,7,Jul,07-Jul,1246406400000.0,Participacion,Participacion TGN,TGN,10.51077571
Pando,2018,10,Oct,10-Oct,1538352000000.0,Regalia,Regalia Compensatoria,Pando,1.10359551
Tarija,2014,4,Abr,04-Abr,1396310400000.0,Regalia,Regalia Departamental,Tarija,24.13640754
Cochabamba,2011,5,May,05-May,1304208000000.0,Regalia,Regalia Departamental,Cochabamba,2.33595334
TGN,2024,8,Ago,08-Ago,1722470400000.0,Participacion,Participacion TGN,TGN,10.32241396
Tarija,2021,8,Ago,08-Ago,1627776000000.0,Regalia,Regalia Departamental,Tarija,6.450802
TGN,2018,4,Abr,04-Abr,1522540800000.0,Participacion,Participacion TGN,TGN,15.57526029
Beni,2023,12,Dic,12-Dic,1701388800000.0,Regalia,Regalia Compensatoria,Beni,1.19503203
Chuquisaca,2022,9,Sep,09-Sep,1661990400000.0,Regalia,Regalia Departamental,Chuquisaca,5.37801984
Tarija,2014,11,Nov,11-Nov,1414800000000.0,Regalia,Regalia Departamental,Tarija,24.64149669
TGN,2007,12,Dic,12-Dic,1196467200000.0,Participacion,Participacion TGN,TGN,13.85896595
Pando,2016,3,Mar,03-Mar,1456790400000.0,Regalia,Regalia Compensatoria,Pando,1.22932874
Chuquisaca,2025,3,Mar,03-Mar,1740787200000.0,Regalia,Regalia Departamental,Chuquisaca,2.33723893
Chuquisaca,2011,11,Nov,11-Nov,1320105600000.0,Regalia,Regalia Departamental,Chuquisaca,1.77905866
Tarija,2024,2,Feb,02-Feb,1706745600000.0,Regalia,Regalia Departamental,Gran Chaco,3.93892878
Beni,2023,6,Jun,06-Jun,1685577600000.0,Regalia,Regalia Compensatoria,Beni,1.46826008
Beni,2007,5,May,05-May,1177977600000.0,Regalia,Regalia Compensatoria,Beni,1.27976446
Cochabamba,2022,6,Jun,06-Jun,1654041600000.0,Regalia,Regalia Departamental,Cochabamba,0.62893872
Pando,2022,12,Dic,12-Dic,1669852800000.0,Regalia,Regalia Compensatoria,Pando,0.99194516
Pando,2022,1,Ene,01-Ene,1640995200000.0,Regalia,Regalia Compensatoria,Pando,0.77448137
Santa Cruz,2021,5,May,05-May,1619827200000.0,Regalia,Regalia Departamental,Santa Cruz,6.73400727
Tarija,2012,3,Mar,03-Mar,1330560000000.0,Regalia,Regalia Departamental,Gran Chaco,14.07609891
Santa Cruz,2020,8,Ago,08-Ago,1596240000000.0,Regalia,Regalia Departamental,Santa Cruz,6.86549723
Cochabamba,2022,10,Oct,10-Oct,1664582400000.0,Regalia,Regalia Departamental,Cochabamba,0.66607073
Santa Cruz,2012,3,Mar,03-Mar,1330560000000.0,Regalia,Regalia Departamental,Santa Cruz,9.35011057
TGN,2020,10,Oct,10-Oct,1601510400000.0,Participacion,Participacion TGN,TGN,10.97595799
IDH,2023,6,Jun,06-Jun,1685577600000.0,IDH,IDH,IDH,70.476484
TGN,2023,9,Sep,09-Sep,1693526400000.0,Participacion,Participacion TGN,TGN,11.81158674
IDH,2012,6,Jun,06-Jun,1338508800000.0,IDH,IDH,IDH,152.265743
Tarija,2017,12,Dic,12-Dic,1512086400000.0,Regalia,Regalia Departamental,Tarija,8.6416634
Tarija,2020,11,Nov,11-Nov,1604188800000.0,Regalia,Regalia Departamental,Tarija,5.78188508
TGN,2017,9,Sep,09-Sep,1504224000000.0,Participacion,Participacion TGN,TGN,13.18821584
IDH,2018,4,Abr,04-Abr,1522540800000.0,IDH,IDH,IDH,83.068055
